Datum,Unternehmen,Produkt,Modifikation,Produktionslinie,Schicht,Stueckzahl,Ausschuss,Betriebsstunden,Stillstandszeit_Min,MaxTemperatur,Durchschnittstemperatur,Softwareversion,Firmwareversion,EndOfLine_Test,Materialkosten,Energieverbrauch_kWh,Auftragsnummer,Status,Fehlercode,Mitarbeiter_Produktion
2022-11-04,Industrium GmbH,Industrie-Server,SRV-520,Linie 3,Nacht,170,10,5.6,17,46.3,37.7,v3.9,f1.6,Nicht bestanden,4354.35,10.83,A-40793,Fehler,VIBRATION,90
2022-11-04,TechSystems AG,Monitoring Unit,MON-800,Linie 4,Früh,56,2,6.4,33,51.2,48.1,v1.9,f2.2,Bestanden,5881.53,20.37,A-78459,abgeschlossen,TEMP_HIGH,120
2022-11-04,Industrium GmbH,Industrie-PC,IPC-110,Linie 2,Nacht,218,9,2.8,12,88.2,79.5,v4.4,f3.1,Bestanden,3139.93,35.21,A-35109,Fehler,I/O_ERROR,90
2022-11-04,NextFactory Solutions,Automation Unit,AU-710,Linie 4,Früh,125,10,8.0,39,74.5,65.6,v4.0,f2.2,Bestanden,6144.19,39.22,A-81664,abgeschlossen,-,110
2022-11-04,TechSystems AG,Industrie-PC,IPC-100,Linie 2,Früh,38,0,6.0,44,46.2,44.1,v3.9,f1.0,Bestanden,5348.53,13.18,A-39971,in Produktion,I/O_ERROR,120
2022-11-05,NextFactory Solutions,Embedded Box PC,EPC-30,Linie 2,Spät,225,13,1.2,19,87.7,85.2,v1.8,f2.4,Bestanden,4061.77,22.39,A-38538,abgeschlossen,-,110
2022-11-05,NextFactory Solutions,Control Panel,CP-400,Linie 3,Früh,277,5,9.3,17,60.5,52.8,v4.6,f1.3,Bestanden,4641.24,25.73,A-68881,in Produktion,POWER_FAIL,110
2022-11-05,ControlWare KG,Edge Controller,EC-250,Linie 1,Früh,258,6,6.7,53,85.7,79.6,v4.2,f3.5,Bestanden,7529.73,31.36,A-50634,pausiert,I/O_ERROR,75
2022-11-06,TechSystems AG,Edge Controller,EC-250,Linie 2,Nacht,175,2,3.5,26,50.3,46.4,v2.3,f3.7,Nicht bestanden,4630.11,17.07,A-90552,Fehler,-,120
2022-11-06,TechSystems AG,IO-Gateway,IOGW-55,Linie 2,Früh,161,10,9.1,1,84.6,75.6,v3.2,f1.3,Bestanden,8453.38,33.4,A-91792,pausiert,POWER_FAIL,120
2022-11-06,NextFactory Solutions,Robust Panel PC,RPPC-1000,Linie 2,Nacht,173,17,4.2,31,78.4,71.4,v4.4,f2.8,Bestanden,9700.2,17.72,A-86324,in Produktion,I/O_ERROR,110
2022-11-07,Industrium GmbH,IO-Gateway,IOGW-50,Linie 4,Spät,84,7,10.3,6,43.8,40.6,v1.9,f3.2,Bestanden,6815.35,35.22,A-46662,in Produktion,POWER_FAIL,90
2022-11-07,ControlWare KG,Embedded Box PC,EPC-30,Linie 3,Früh,292,7,8.0,51,87.7,84.6,v2.6,f1.5,Bestanden,8121.22,14.03,A-32717,Fehler,-,75
2022-11-07,TechSystems AG,Robust Panel PC,RPPC-1100,Linie 3,Nacht,172,13,2.2,27,82.4,79.6,v3.7,f1.1,Bestanden,2075.77,28.96,A-82303,abgeschlossen,-,120
2022-11-07,TechSystems AG,Embedded Box PC,EPC-30,Linie 3,Spät,96,5,3.2,41,71.0,65.0,v4.6,f1.4,Bestanden,9286.84,10.31,A-49122,Fehler,I/O_ERROR,120
2022-11-07,Industrium GmbH,Monitoring Unit,MON-800,Linie 4,Früh,151,10,4.1,31,78.4,68.7,v4.5,f3.8,Bestanden,1295.52,25.82,A-40380,in Produktion,-,90
2022-11-08,Industrium GmbH,Embedded Box PC,EPC-35,Linie 2,Nacht,272,22,3.0,1,71.8,70.6,v4.4,f2.0,Bestanden,1865.78,39.23,A-40100,in Produktion,I/O_ERROR,90
2022-11-08,ControlWare KG,IO-Gateway,IOGW-55,Linie 3,Nacht,31,1,7.3,24,86.6,83.5,v3.2,f1.9,Bestanden,7366.11,32.11,A-60410,pausiert,TEMP_HIGH,75
2022-11-08,TechSystems AG,Control Panel,CP-400,Linie 3,Spät,116,11,9.1,21,83.4,79.0,v1.2,f3.6,Bestanden,6001.01,30.05,A-80645,pausiert,VIBRATION,120
2022-11-08,ControlWare KG,HMI-Terminal,HMI-15,Linie 1,Nacht,184,12,8.4,34,89.6,82.1,v3.0,f1.5,Bestanden,3505.37,15.86,A-54784,in Produktion,I/O_ERROR,75
2022-11-08,Industrium GmbH,Industrie-PC,IPC-110,Linie 3,Spät,52,1,10.2,3,85.0,82.4,v2.9,f1.1,Bestanden,7819.42,12.79,A-35512,abgeschlossen,I/O_ERROR,90
2022-11-08,Industrium GmbH,Robust Panel PC,RPPC-1000,Linie 2,Nacht,103,8,9.4,34,40.8,31.6,v1.1,f3.7,Bestanden,2473.52,36.1,A-92502,abgeschlossen,POWER_FAIL,90
2022-11-09,ControlWare KG,Monitoring Unit,MON-820,Linie 4,Spät,103,1,2.6,48,66.2,64.6,v2.8,f3.1,Bestanden,8030.3,29.74,A-68541,abgeschlossen,TEMP_HIGH,75
2022-11-09,NextFactory Solutions,Embedded Box PC,EPC-30,Linie 2,Nacht,63,5,10.7,54,67.2,62.1,v2.1,f1.8,Bestanden,8975.67,20.68,A-87058,pausiert,TEMP_HIGH,110
2022-11-09,TechSystems AG,Edge Controller,EC-200,Linie 2,Nacht,157,15,3.5,34,60.0,52.6,v3.1,f3.1,Bestanden,6462.06,27.27,A-38664,in Produktion,TEMP_HIGH,120
2022-11-09,ControlWare KG,HMI-Terminal,HMI-10,Linie 1,Früh,76,2,7.6,54,70.2,61.2,v1.5,f2.4,Bestanden,1344.76,11.32,A-27844,in Produktion,TEMP_HIGH,75
2022-11-10,Industrium GmbH,Industrie-PC,IPC-150,Linie 1,Spät,204,3,10.1,53,80.9,74.2,v3.9,f2.8,Bestanden,6115.2,22.86,A-58966,Fehler,TEMP_HIGH,90
2022-11-10,NextFactory Solutions,Industrie-Server,SRV-520,Linie 4,Früh,41,3,5.2,24,49.8,44.7,v4.3,f2.1,Bestanden,6455.59,31.9,A-45839,in Produktion,VIBRATION,110
2022-11-10,TechSystems AG,Embedded Box PC,EPC-35,Linie 2,Früh,40,2,9.5,5,79.8,78.2,v2.2,f3.8,Bestanden,9348.52,26.03,A-81847,abgeschlossen,-,120
2022-11-10,TechSystems AG,Industrie-PC,IPC-100,Linie 4,Nacht,229,20,2.6,19,78.7,69.9,v2.1,f3.8,Bestanden,1112.98,15.42,A-70880,pausiert,TEMP_HIGH,120
2022-11-10,ControlWare KG,Edge Controller,EC-210,Linie 1,Nacht,63,5,3.7,1,46.3,36.4,v2.0,f1.1,Bestanden,5701.55,12.14,A-98587,Fehler,-,75
2022-11-11,NextFactory Solutions,Monitoring Unit,MON-800,Linie 1,Spät,117,10,8.1,28,83.3,79.5,v1.2,f1.9,Bestanden,7343.95,35.77,A-77840,in Produktion,I/O_ERROR,110
2022-11-11,TechSystems AG,Industrie-PC,IPC-110,Linie 2,Früh,40,0,11.9,55,72.6,71.0,v3.4,f2.3,Nicht bestanden,1377.62,36.76,A-32767,pausiert,I/O_ERROR,120
2022-11-11,ControlWare KG,Industrie-PC,IPC-100,Linie 1,Spät,54,4,3.7,43,57.1,48.1,v4.2,f1.2,Bestanden,9457.11,35.53,A-71127,Fehler,-,75
2022-11-11,TechSystems AG,Robust Panel PC,RPPC-1100,Linie 1,Spät,165,10,7.4,53,51.5,42.8,v4.4,f1.8,Bestanden,1301.51,5.53,A-40644,pausiert,I/O_ERROR,120
2022-11-11,ControlWare KG,Embedded Box PC,EPC-35,Linie 1,Nacht,38,0,6.6,50,87.5,83.4,v3.9,f3.6,Bestanden,4518.8,18.44,A-23863,in Produktion,VIBRATION,75
2022-11-12,ControlWare KG,Monitoring Unit,MON-820,Linie 4,Nacht,222,19,2.4,43,66.5,59.0,v4.0,f2.8,Bestanden,4994.89,15.48,A-24110,in Produktion,I/O_ERROR,75
2022-11-12,ControlWare KG,Embedded Box PC,EPC-35,Linie 4,Nacht,207,8,6.4,29,87.0,84.4,v3.1,f3.4,Bestanden,2323.28,18.68,A-16775,pausiert,POWER_FAIL,75
2022-11-12,Industrium GmbH,Embedded Box PC,EPC-30,Linie 1,Spät,226,11,7.8,57,87.9,86.4,v2.9,f2.9,Bestanden,7876.63,12.09,A-96410,abgeschlossen,POWER_FAIL,90
2022-11-12,Industrium GmbH,Control Panel,CP-400,Linie 4,Früh,276,17,9.7,30,59.0,49.0,v3.3,f2.3,Bestanden,2435.46,28.19,A-86042,in Produktion,-,90
2022-11-12,NextFactory Solutions,Monitoring Unit,MON-800,Linie 2,Spät,103,1,5.4,20,68.7,62.3,v4.7,f3.5,Bestanden,1943.65,8.05,A-65669,Fehler,TEMP_HIGH,110
2022-11-13,NextFactory Solutions,Robust Panel PC,RPPC-1100,Linie 4,Nacht,260,25,4.4,1,63.0,54.8,v4.2,f2.3,Bestanden,3882.8,21.16,A-35680,abgeschlossen,TEMP_HIGH,110
2022-11-13,Industrium GmbH,Industrie-Server,SRV-520,Linie 1,Früh,60,1,1.1,3,77.1,67.1,v3.5,f2.3,Bestanden,6503.83,12.82,A-20972,in Produktion,-,90
2022-11-13,Industrium GmbH,Automation Unit,AU-700,Linie 3,Spät,87,5,3.3,4,82.9,79.3,v2.3,f1.5,Bestanden,3476.18,6.64,A-11766,abgeschlossen,VIBRATION,90
2022-11-13,TechSystems AG,Industrie-PC,IPC-100,Linie 2,Früh,210,6,12.0,10,61.0,56.2,v3.1,f2.0,Bestanden,3200.5,5.17,A-76052,Fehler,VIBRATION,120
2022-11-14,TechSystems AG,Control Panel,CP-400,Linie 4,Spät,241,12,7.2,11,75.7,71.5,v4.1,f1.3,Nicht bestanden,3315.9,14.04,A-99947,in Produktion,TEMP_HIGH,120
2022-11-14,Industrium GmbH,Monitoring Unit,MON-800,Linie 2,Spät,174,4,7.5,7,70.8,62.6,v3.2,f1.6,Bestanden,4069.61,5.88,A-74639,in Produktion,VIBRATION,90
2022-11-14,TechSystems AG,Automation Unit,AU-700,Linie 4,Nacht,84,1,5.8,52,44.9,35.6,v1.0,f3.7,Bestanden,5082.88,13.36,A-73911,in Produktion,POWER_FAIL,120
2022-11-14,TechSystems AG,IO-Gateway,IOGW-50,Linie 2,Nacht,76,1,10.2,24,89.3,81.3,v3.6,f1.7,Bestanden,8331.92,15.3,A-35514,Fehler,-,120
2022-11-14,NextFactory Solutions,IO-Gateway,IOGW-50,Linie 1,Spät,112,8,6.5,4,45.0,38.2,v3.0,f2.8,Bestanden,6187.19,15.32,A-96232,pausiert,VIBRATION,110
2022-11-15,TechSystems AG,Embedded Box PC,EPC-30,Linie 3,Nacht,22,0,8.1,24,59.0,49.8,v4.6,f1.4,Bestanden,3531.27,16.38,A-15990,abgeschlossen,POWER_FAIL,120
2022-11-15,Industrium GmbH,Industrie-Server,SRV-520,Linie 3,Spät,239,11,7.6,17,76.8,68.4,v2.0,f2.5,Bestanden,8566.67,21.56,A-60325,in Produktion,POWER_FAIL,90
2022-11-15,TechSystems AG,Industrie-PC,IPC-100,Linie 4,Früh,105,6,2.4,41,55.9,52.8,v1.9,f1.3,Bestanden,6940.21,17.84,A-18677,in Produktion,VIBRATION,120
2022-11-16,ControlWare KG,Edge Controller,EC-250,Linie 4,Nacht,262,5,9.3,21,49.3,47.2,v4.6,f3.0,Bestanden,8262.01,36.77,A-61082,Fehler,-,75
2022-11-16,Industrium GmbH,Embedded Box PC,EPC-35,Linie 4,Früh,89,2,5.3,8,47.4,38.6,v1.9,f1.0,Bestanden,5288.93,13.76,A-42652,Fehler,VIBRATION,90
2022-11-16,Industrium GmbH,Automation Unit,AU-700,Linie 4,Nacht,94,1,2.3,32,69.6,67.1,v4.0,f1.5,Bestanden,8222.7,24.53,A-34068,in Produktion,POWER_FAIL,90
2022-11-17,Industrium GmbH,Industrie-Server,SRV-520,Linie 1,Nacht,264,19,5.8,8,66.6,63.0,v2.7,f1.2,Bestanden,4722.64,11.55,A-26264,pausiert,VIBRATION,90
2022-11-17,NextFactory Solutions,Automation Unit,AU-710,Linie 4,Nacht,266,24,7.3,13,68.6,62.2,v4.4,f2.5,Nicht bestanden,1567.42,8.63,A-38682,in Produktion,I/O_ERROR,110
2022-11-17,NextFactory Solutions,Edge Controller,EC-200,Linie 2,Spät,227,18,2.0,40,79.1,76.1,v3.6,f3.5,Bestanden,7094.72,11.26,A-57539,in Produktion,POWER_FAIL,110
2022-11-17,NextFactory Solutions,Industrie-Server,SRV-500,Linie 4,Nacht,63,1,8.5,57,68.5,64.5,v2.1,f2.9,Bestanden,1653.57,30.66,A-95214,abgeschlossen,TEMP_HIGH,110
2022-11-18,TechSystems AG,IO-Gateway,IOGW-55,Linie 1,Spät,215,7,3.0,53,88.5,87.0,v1.2,f3.5,Bestanden,2128.43,10.77,A-84266,pausiert,TEMP_HIGH,120
2022-11-18,ControlWare KG,Embedded Box PC,EPC-35,Linie 2,Spät,132,7,6.1,0,62.2,52.4,v4.9,f3.9,Bestanden,4354.84,14.23,A-44714,abgeschlossen,TEMP_HIGH,75
2022-11-18,TechSystems AG,IO-Gateway,IOGW-50,Linie 4,Spät,251,19,8.3,8,59.2,54.7,v2.1,f2.5,Bestanden,5815.28,10.98,A-59665,pausiert,-,120
2022-11-18,TechSystems AG,Edge Controller,EC-210,Linie 2,Nacht,148,4,4.9,59,73.3,67.0,v4.3,f2.0,Nicht bestanden,7601.02,28.9,A-29506,in Produktion,POWER_FAIL,120
2022-11-18,Industrium GmbH,Edge Controller,EC-200,Linie 2,Früh,196,18,8.5,52,65.7,59.6,v3.6,f1.7,Bestanden,5066.87,18.26,A-11110,Fehler,-,90
2022-11-19,NextFactory Solutions,Robust Panel PC,RPPC-1000,Linie 2,Früh,20,0,6.7,15,42.8,35.5,v2.1,f2.7,Bestanden,7346.85,11.61,A-77937,Fehler,VIBRATION,110
2022-11-19,NextFactory Solutions,Embedded Box PC,EPC-30,Linie 1,Früh,178,12,9.1,58,72.6,65.7,v3.4,f1.9,Bestanden,6805.94,17.37,A-43246,in Produktion,VIBRATION,110
2022-11-19,NextFactory Solutions,Control Panel,CP-430,Linie 1,Nacht,181,4,7.2,3,60.0,57.8,v3.8,f1.4,Bestanden,8666.98,23.84,A-70883,in Produktion,TEMP_HIGH,110
2022-11-19,NextFactory Solutions,Edge Controller,EC-210,Linie 2,Spät,115,7,3.3,33,62.8,56.5,v4.7,f1.1,Bestanden,5420.32,13.85,A-97554,in Produktion,VIBRATION,110
2022-11-20,TechSystems AG,Industrie-Server,SRV-520,Linie 2,Spät,44,3,7.5,4,78.0,68.7,v3.0,f1.7,Bestanden,4163.38,17.32,A-35993,in Produktion,TEMP_HIGH,120
2022-11-20,TechSystems AG,Control Panel,CP-470,Linie 4,Früh,77,3,6.3,18,47.6,44.1,v2.5,f2.2,Bestanden,3465.53,13.19,A-71897,Fehler,VIBRATION,120
2022-11-20,ControlWare KG,Edge Controller,EC-210,Linie 1,Früh,164,8,9.5,43,54.2,51.3,v4.4,f1.7,Bestanden,2909.35,19.09,A-86282,Fehler,-,75
2022-11-20,Industrium GmbH,Edge Controller,EC-200,Linie 3,Spät,288,20,3.7,23,67.2,61.7,v4.7,f2.1,Bestanden,6091.83,37.33,A-67665,abgeschlossen,VIBRATION,90
2022-11-20,Industrium GmbH,Monitoring Unit,MON-800,Linie 3,Nacht,228,21,1.3,7,61.0,56.7,v4.7,f1.0,Bestanden,8072.43,29.58,A-48297,abgeschlossen,POWER_FAIL,90
2022-11-20,NextFactory Solutions,Industrie-Server,SRV-500,Linie 4,Nacht,81,2,8.1,14,49.0,39.1,v1.0,f1.9,Bestanden,8635.61,15.24,A-53097,in Produktion,-,110
2022-11-21,TechSystems AG,Industrie-PC,IPC-100,Linie 3,Spät,24,2,1.5,26,66.5,64.9,v2.6,f2.3,Bestanden,2120.57,26.97,A-37227,Fehler,VIBRATION,120
2022-11-21,Industrium GmbH,Embedded Box PC,EPC-35,Linie 3,Spät,122,8,5.4,35,83.2,75.0,v1.8,f3.0,Bestanden,1335.88,28.78,A-99955,abgeschlossen,-,90
2022-11-21,TechSystems AG,Edge Controller,EC-210,Linie 4,Spät,32,2,7.9,31,51.9,47.4,v3.6,f1.3,Bestanden,4058.6,33.05,A-15717,in Produktion,VIBRATION,120
2022-11-22,TechSystems AG,Monitoring Unit,MON-800,Linie 2,Früh,196,6,11.6,58,76.6,71.4,v3.9,f3.5,Bestanden,9386.22,39.28,A-14360,abgeschlossen,POWER_FAIL,120
2022-11-22,Industrium GmbH,Robust Panel PC,RPPC-1100,Linie 4,Früh,217,7,7.3,2,64.0,58.2,v4.7,f2.1,Bestanden,8951.07,12.09,A-26961,abgeschlossen,POWER_FAIL,90
2022-11-22,ControlWare KG,HMI-Terminal,HMI-15,Linie 4,Früh,125,11,6.4,10,42.6,41.3,v1.6,f1.0,Bestanden,2143.58,20.28,A-64140,in Produktion,VIBRATION,75
2022-11-22,TechSystems AG,IO-Gateway,IOGW-55,Linie 3,Spät,270,26,3.2,8,51.9,48.0,v4.7,f1.7,Bestanden,2128.59,27.21,A-46890,in Produktion,TEMP_HIGH,120
2022-11-22,TechSystems AG,Robust Panel PC,RPPC-1100,Linie 4,Nacht,37,0,2.2,52,51.2,48.4,v4.4,f2.0,Nicht bestanden,4729.67,21.58,A-28994,Fehler,TEMP_HIGH,120
2022-11-23,ControlWare KG,IO-Gateway,IOGW-50,Linie 3,Nacht,243,21,6.7,50,56.1,46.8,v2.3,f3.0,Bestanden,9751.04,15.08,A-62067,Fehler,-,75
2022-11-23,Industrium GmbH,IO-Gateway,IOGW-50,Linie 2,Nacht,70,4,10.3,30,48.0,39.8,v1.1,f1.9,Bestanden,4907.4,13.44,A-83005,Fehler,POWER_FAIL,90
2022-11-23,NextFactory Solutions,HMI-Terminal,HMI-10,Linie 3,Nacht,194,16,3.7,56,78.1,70.3,v4.2,f3.0,Bestanden,6113.16,18.77,A-99165,pausiert,-,110
2022-11-23,TechSystems AG,HMI-Terminal,HMI-10,Linie 1,Nacht,153,8,3.1,11,49.9,40.4,v4.0,f3.4,Bestanden,7016.5,14.24,A-37219,Fehler,POWER_FAIL,120
2022-11-24,ControlWare KG,Embedded Box PC,EPC-30,Linie 2,Früh,91,4,8.7,17,62.6,58.9,v1.4,f3.6,Bestanden,9581.17,18.72,A-32532,Fehler,VIBRATION,75
2022-11-24,ControlWare KG,Industrie-PC,IPC-110,Linie 2,Spät,123,7,8.0,16,47.6,43.5,v1.1,f1.5,Bestanden,9528.21,18.36,A-44685,pausiert,I/O_ERROR,75
2022-11-24,TechSystems AG,Control Panel,CP-430,Linie 3,Spät,293,14,2.6,36,68.5,61.5,v2.2,f2.2,Bestanden,1989.9,20.86,A-14723,in Produktion,-,120
2022-11-25,Industrium GmbH,HMI-Terminal,HMI-10,Linie 2,Nacht,92,1,3.1,10,68.8,62.4,v3.1,f3.6,Bestanden,8770.52,22.77,A-43309,pausiert,TEMP_HIGH,90
2022-11-25,Industrium GmbH,Industrie-PC,IPC-110,Linie 2,Nacht,106,8,8.9,24,75.5,70.3,v3.1,f3.6,Nicht bestanden,4072.34,31.41,A-29888,in Produktion,-,90
2022-11-25,TechSystems AG,Automation Unit,AU-700,Linie 1,Früh,230,21,5.7,57,71.7,70.3,v2.7,f2.9,Bestanden,1472.12,17.17,A-61030,in Produktion,POWER_FAIL,120
2022-11-25,Industrium GmbH,Industrie-PC,IPC-110,Linie 4,Spät,29,1,7.7,49,67.6,66.5,v4.3,f1.8,Bestanden,5224.75,27.92,A-89658,pausiert,-,90
2022-11-26,ControlWare KG,Monitoring Unit,MON-800,Linie 3,Nacht,238,16,9.6,11,49.0,46.4,v3.4,f3.1,Bestanden,6991.33,22.68,A-63769,pausiert,POWER_FAIL,75
2022-11-26,NextFactory Solutions,Robust Panel PC,RPPC-1000,Linie 3,Früh,171,5,6.4,21,67.8,59.2,v2.8,f1.7,Bestanden,9521.15,14.28,A-71562,Fehler,POWER_FAIL,110
2022-11-26,NextFactory Solutions,Embedded Box PC,EPC-35,Linie 2,Spät,229,9,2.1,16,55.0,50.7,v2.0,f3.8,Bestanden,5355.52,34.3,A-69831,in Produktion,I/O_ERROR,110
2022-11-26,TechSystems AG,Industrie-Server,SRV-500,Linie 3,Früh,154,9,4.5,52,42.5,40.7,v3.3,f2.6,Bestanden,9275.96,19.81,A-40003,pausiert,POWER_FAIL,120
2022-11-27,Industrium GmbH,Embedded Box PC,EPC-35,Linie 1,Früh,126,6,5.7,52,89.1,79.4,v3.9,f3.4,Bestanden,7094.31,31.39,A-12797,abgeschlossen,TEMP_HIGH,90
2022-11-27,Industrium GmbH,Edge Controller,EC-210,Linie 2,Spät,25,1,4.5,48,69.3,60.0,v1.7,f3.8,Bestanden,6115.14,22.82,A-67577,Fehler,TEMP_HIGH,90
2022-11-27,Industrium GmbH,Industrie-PC,IPC-110,Linie 2,Spät,22,0,11.6,44,76.4,73.9,v4.9,f2.0,Nicht bestanden,5453.72,5.72,A-36184,abgeschlossen,POWER_FAIL,90
2022-11-28,Industrium GmbH,Industrie-Server,SRV-520,Linie 2,Früh,209,20,8.3,38,63.3,57.2,v4.8,f3.0,Bestanden,4882.4,25.56,A-18344,in Produktion,VIBRATION,90
2022-11-28,ControlWare KG,Control Panel,CP-470,Linie 4,Nacht,72,3,6.3,43,58.3,50.8,v1.8,f1.6,Bestanden,3232.86,10.75,A-14106,pausiert,I/O_ERROR,75
2022-11-28,ControlWare KG,Industrie-Server,SRV-520,Linie 4,Früh,97,8,5.3,34,46.7,44.9,v2.2,f2.5,Bestanden,1216.1,9.26,A-27919,abgeschlossen,VIBRATION,75
2022-11-28,ControlWare KG,Edge Controller,EC-200,Linie 3,Früh,210,10,2.9,21,64.1,57.6,v3.3,f2.4,Bestanden,2030.18,27.5,A-90368,abgeschlossen,I/O_ERROR,75
2022-11-28,TechSystems AG,HMI-Terminal,HMI-10,Linie 3,Spät,145,9,2.2,22,52.8,43.7,v1.0,f2.7,Bestanden,1544.1,21.57,A-97450,in Produktion,TEMP_HIGH,120
2022-11-28,Industrium GmbH,Automation Unit,AU-700,Linie 1,Nacht,36,1,4.9,29,81.6,74.9,v3.2,f2.3,Bestanden,5826.43,9.32,A-96540,in Produktion,TEMP_HIGH,90
2022-11-29,ControlWare KG,IO-Gateway,IOGW-55,Linie 2,Spät,217,15,7.5,15,52.5,49.6,v2.2,f3.3,Bestanden,9105.85,38.05,A-40889,in Produktion,POWER_FAIL,75
2022-11-29,NextFactory Solutions,Industrie-Server,SRV-520,Linie 4,Spät,55,2,5.2,1,71.9,64.4,v3.2,f3.0,Bestanden,8335.42,35.33,A-43938,in Produktion,I/O_ERROR,110
2022-11-29,TechSystems AG,Industrie-PC,IPC-110,Linie 1,Spät,121,10,2.6,51,71.7,67.1,v3.7,f3.0,Nicht bestanden,7082.27,27.02,A-78790,abgeschlossen,POWER_FAIL,120
2022-11-29,Industrium GmbH,Edge Controller,EC-210,Linie 2,Spät,90,8,10.6,32,46.3,39.7,v4.5,f2.5,Bestanden,1197.14,17.25,A-79195,in Produktion,-,90
2022-11-29,ControlWare KG,Embedded Box PC,EPC-30,Linie 2,Nacht,149,5,1.7,33,44.0,41.4,v3.6,f1.3,Bestanden,8652.6,8.04,A-33196,Fehler,VIBRATION,75
2022-11-30,Industrium GmbH,IO-Gateway,IOGW-55,Linie 4,Früh,73,2,2.1,51,68.0,65.3,v2.0,f3.6,Nicht bestanden,2446.13,36.65,A-25640,abgeschlossen,TEMP_HIGH,90
2022-11-30,ControlWare KG,Control Panel,CP-430,Linie 2,Spät,153,8,1.3,47,65.2,61.9,v1.2,f1.3,Bestanden,5852.08,28.97,A-30361,pausiert,-,75
2022-11-30,NextFactory Solutions,Robust Panel PC,RPPC-1100,Linie 1,Spät,56,4,8.3,6,66.4,59.3,v1.6,f2.9,Bestanden,2872.62,39.64,A-71154,in Produktion,TEMP_HIGH,110
2022-11-30,ControlWare KG,Embedded Box PC,EPC-30,Linie 2,Spät,183,18,6.5,20,85.4,81.6,v1.2,f1.1,Bestanden,2796.1,34.88,A-59160,pausiert,-,75
2022-11-30,ControlWare KG,HMI-Terminal,HMI-15,Linie 1,Spät,284,20,6.4,57,45.7,37.9,v4.0,f1.1,Bestanden,7821.62,5.7,A-50957,Fehler,-,75
2022-11-30,NextFactory Solutions,HMI-Terminal,HMI-15,Linie 4,Früh,253,13,4.8,52,84.8,78.7,v4.0,f3.7,Bestanden,4319.98,15.61,A-42345,in Produktion,-,110
2022-12-01,TechSystems AG,Edge Controller,EC-200,Linie 1,Spät,231,16,10.0,1,59.2,50.6,v2.3,f2.2,Bestanden,9388.74,19.55,A-10162,abgeschlossen,I/O_ERROR,120
2022-12-01,ControlWare KG,Industrie-PC,IPC-100,Linie 1,Nacht,114,9,5.2,58,49.9,39.9,v3.9,f3.6,Bestanden,3913.55,36.46,A-63428,in Produktion,-,75
2022-12-01,ControlWare KG,Industrie-Server,SRV-520,Linie 1,Früh,95,4,2.2,23,78.0,75.4,v4.7,f3.3,Bestanden,5956.38,38.07,A-20264,Fehler,POWER_FAIL,75
2022-12-01,ControlWare KG,Control Panel,CP-430,Linie 1,Früh,182,15,4.7,27,57.7,51.8,v1.2,f3.6,Bestanden,8439.81,18.67,A-56397,pausiert,POWER_FAIL,75
2022-12-01,TechSystems AG,Edge Controller,EC-200,Linie 4,Spät,91,8,8.9,0,55.5,45.9,v1.8,f2.5,Bestanden,1817.95,30.5,A-89397,in Produktion,POWER_FAIL,120
2022-12-02,NextFactory Solutions,Edge Controller,EC-250,Linie 2,Nacht,75,6,10.9,46,71.6,65.0,v3.6,f1.1,Bestanden,8362.71,25.66,A-98834,Fehler,I/O_ERROR,110
2022-12-02,TechSystems AG,Robust Panel PC,RPPC-1000,Linie 1,Nacht,79,2,6.6,3,45.9,36.0,v3.4,f1.3,Bestanden,3367.98,12.73,A-81528,in Produktion,VIBRATION,120
2022-12-02,NextFactory Solutions,Industrie-PC,IPC-110,Linie 1,Früh,270,17,5.9,0,46.7,38.3,v4.7,f1.5,Bestanden,6491.38,5.37,A-86614,Fehler,VIBRATION,110
2022-12-03,ControlWare KG,Robust Panel PC,RPPC-1100,Linie 4,Spät,169,1,4.6,13,42.7,41.3,v1.5,f3.5,Bestanden,2442.41,35.72,A-32524,pausiert,TEMP_HIGH,75
2022-12-03,Industrium GmbH,Robust Panel PC,RPPC-1100,Linie 4,Nacht,264,5,6.4,59,79.8,72.6,v2.2,f1.8,Nicht bestanden,7442.42,38.21,A-13084,abgeschlossen,VIBRATION,90
2022-12-03,Industrium GmbH,HMI-Terminal,HMI-15,Linie 2,Früh,57,3,5.3,58,78.0,74.0,v2.3,f2.7,Bestanden,3776.34,19.08,A-78655,in Produktion,TEMP_HIGH,90
2022-12-03,ControlWare KG,Edge Controller,EC-200,Linie 4,Nacht,209,4,9.3,53,80.0,72.9,v4.2,f1.9,Bestanden,1201.5,36.44,A-25416,Fehler,VIBRATION,75
2022-12-04,Industrium GmbH,Edge Controller,EC-200,Linie 3,Früh,217,4,7.7,15,86.8,78.8,v1.5,f1.4,Bestanden,4197.09,6.38,A-35022,abgeschlossen,POWER_FAIL,90
2022-12-04,Industrium GmbH,IO-Gateway,IOGW-50,Linie 3,Nacht,106,2,9.7,59,78.4,71.4,v1.2,f2.6,Bestanden,3109.27,35.75,A-96448,abgeschlossen,-,90
2022-12-04,TechSystems AG,Industrie-PC,IPC-110,Linie 3,Früh,126,10,7.6,39,50.8,44.4,v3.5,f2.7,Bestanden,7636.15,24.88,A-10268,in Produktion,TEMP_HIGH,120
